feature,psi
woe_RISKON_INCOME_VOLATILITY,0.0005913555857775676
woe_RISKON_FORESIGHT_T,0.000559358572286242
woe_RISKON_DEBT_BURDEN_T,0.0003754837245428757
woe_RISKON_FATIGUE_T,0.00017212071835697628
woe_RISKON_PEER_CONTAGION,3.555164973554711e-05
woe_RISKON_RECOVERY_RATE_T,2.0220217410293076e-06
